"aktuelle Probe"	"17"
"Einspannlänge"	832.756	"mm"
"Messlänge"	"nicht bekannt"
"Probenbreite b0"	11.4	"mm"
"Probendicke a0"	0.2	"mm"
"Prüfgeschwindigkeit"	150	"mm/min"
"Vorkraft"	0.2	"N"
"Weg nach Bruch"	5	"mm"
"E-Modul"	1127.12	"N/mm²"
"Dehnung bei Fmax"	306.402	"%"
"Dehnung bei Bruch"	309.236	"%"
"obere Streckgrenze"	"nicht bekannt"
"Kraftmaximum"	37.9483	"N/mm²"
"Bruchkraft"	"nicht bekannt"
"Geschwindigkeit E-Modul"	1	"%L0/min"
"Datum"	"20.02.2008"
"Prüfzeit"	"Standardweg"	"Standardkraft"	"Dehnung"	"Traverse abs."
"s"	"mm"	"N"	"%"	"mm"
121.59	70.8826	60.6724	88.6032	856.058
121.61	70.8964	60.666	88.6205	856.071
121.63	70.9093	60.6643	88.6366	856.084
121.65	70.9218	60.6724	88.6523	856.097
121.67	70.935	60.6709	88.6688	856.11
121.69	70.9495	60.6688	88.6869	856.125
121.71	70.9638	60.6751	88.7047	856.139
121.73	70.9766	60.6745	88.7208	856.152
121.75	70.9887	60.6701	88.7358	856.164
121.77	71.0014	60.6712	88.7517	856.176
121.79	71.0155	60.6738	88.7693	856.19
121.81	71.0296	60.6696	88.787	856.205
121.83	71.0428	60.6742	88.8035	856.218
121.85	71.0554	60.6753	88.8193	856.23
121.87	71.0686	60.6732	88.8358	856.244
121.89	71.0829	60.6771	88.8536	856.258
121.91	71.0968	60.6745	88.8709	856.272
121.93	71.1096	60.6742	88.887	856.285
121.95	71.1218	60.6753	88.9023	856.297
121.97	71.1348	60.6762	88.9185	856.31
121.99	71.1491	60.6735	88.9364	856.324
122.01	71.1632	60.6832	88.954	856.338
122.03	71.1763	60.6795	88.9704	856.351
122.05	71.1887	60.6771	88.9858	856.364
122.07	71.2016	60.69	89.002	856.377
122.09	71.216	60.684	89.02	856.391
122.11	71.2301	60.6847	89.0377	856.405
122.13	71.2432	60.6908	89.054	856.418
122.15	71.2555	60.6878	89.0694	856.431
122.17	71.2684	60.6817	89.0856	856.443
122.19	71.2825	60.6886	89.1032	856.458
122.21	71.2964	60.6847	89.1205	856.471
122.23	71.3093	60.6821	89.1367	856.484
122.25	71.3218	60.693	89.1523	856.497
122.27	71.335	60.6884	89.1688	856.51
122.29	71.3495	60.6859	89.1869	856.525
122.31	71.3638	60.6939	89.2047	856.539
122.33	71.3766	60.69	89.2208	856.552
122.35	71.3887	60.6847	89.2358	856.564
122.37	71.4014	60.6897	89.2517	856.576
122.39	71.4155	60.69	89.2694	856.59
122.41	71.4296	60.6867	89.287	856.605
122.43	71.4428	60.6944	89.3035	856.618
122.45	71.4554	60.6944	89.3192	856.63
122.47	71.4686	60.6933	89.3357	856.644
122.49	71.4829	60.6973	89.3536	856.658
122.51	71.4968	60.6948	89.371	856.672
122.53	71.5097	60.692	89.3871	856.685
122.55	71.5219	60.6967	89.4023	856.697
122.57	71.5348	60.698	89.4185	856.71
122.59	71.5491	60.6939	89.4364	856.724
122.61	71.5633	60.7014	89.4541	856.738
122.63	71.5763	60.6984	89.4704	856.751
122.65	71.5887	60.6945	89.4859	856.764
122.67	71.6016	60.6989	89.502	856.777
122.69	71.616	60.6997	89.52	856.791
122.71	71.6301	60.6984	89.5377	856.805
122.73	71.6432	60.7058	89.554	856.818
122.75	71.6555	60.7072	89.5694	856.831
122.77	71.6685	60.7039	89.5856	856.843
122.79	71.6825	60.7107	89.6031	856.857
122.81	71.6963	60.7057	89.6204	856.871
122.83	71.7093	60.7022	89.6366	856.884
122.85	71.7218	60.7091	89.6522	856.897
122.87	71.735	60.7068	89.6687	856.91
122.89	71.7495	60.7042	89.6869	856.924
122.91	71.7637	60.7119	89.7047	856.939
122.93	71.7766	60.7111	89.7208	856.952
122.95	71.7886	60.7075	89.7358	856.964
122.97	71.8014	60.7124	89.7517	856.976
122.99	71.8155	60.7096	89.7694	856.99
123.01	71.8297	60.7074	89.7871	857.005
123.03	71.8429	60.7138	89.8036	857.018
123.05	71.8554	60.7138	89.8193	857.03
123.07	71.8686	60.7133	89.8357	857.044
123.09	71.8829	60.7212	89.8536	857.058
123.11	71.8968	60.7162	89.8709	857.072
123.13	71.9096	60.7143	89.8869	857.085
123.15	71.9219	60.7187	89.9023	857.097
123.17	71.9348	60.7162	89.9185	857.11
123.19	71.9491	60.7124	89.9364	857.124
123.21	71.9632	60.7215	89.954	857.138
123.23	71.9763	60.7198	89.9704	857.151
123.25	71.9886	60.719	89.9858	857.164
123.27	72.0016	60.7267	90.002	857.177
123.29	72.0159	60.7259	90.0199	857.191
123.31	72.0301	60.7243	90.0377	857.205
123.33	72.0432	60.7279	90.054	857.218
123.35	72.0555	60.7281	90.0694	857.23
123.37	72.0684	60.7243	90.0855	857.243
123.39	72.0825	60.7314	90.1032	857.258
123.41	72.0963	60.7282	90.1204	857.271
123.43	72.1093	60.7295	90.1366	857.284
123.45	72.1219	60.7361	90.1523	857.297
123.47	72.135	60.734	90.1688	857.31
123.49	72.1495	60.7317	90.1869	857.324
123.51	72.1637	60.7386	90.2046	857.339
123.53	72.1766	60.7348	90.2208	857.352
123.55	72.1887	60.7295	90.2358	857.364
123.57	72.2013	60.7343	90.2517	857.376
123.59	72.2155	60.7299	90.2694	857.39
123.61	72.2296	60.7293	90.287	857.405
123.63	72.2428	60.7348	90.3035	857.418
123.65	72.2554	60.7326	90.3192	857.43
123.67	72.2686	60.7329	90.3357	857.444
123.69	72.2829	60.7398	90.3536	857.458
123.71	72.2968	60.7351	90.371	857.472
123.73	72.3096	60.7337	90.387	857.485
123.75	72.3219	60.7395	90.4024	857.497
123.77	72.3348	60.7386	90.4186	857.51
123.79	72.3491	60.7354	90.4364	857.524
123.81	72.3632	60.744	90.454	857.538
123.83	72.3763	60.7414	90.4704	857.551
123.85	72.3886	60.739	90.4858	857.564
123.87	72.4016	60.7442	90.502	857.577
123.89	72.4159	60.7425	90.5199	857.591
123.91	72.4302	60.7398	90.5377	857.605
123.93	72.4432	60.7453	90.554	857.618
123.95	72.4555	60.7442	90.5694	857.631
123.97	72.4684	60.7392	90.5855	857.643
123.99	72.4825	60.7467	90.6031	857.657
124.01	72.4963	60.7423	90.6204	857.671
124.03	72.5093	60.7423	90.6366	857.684
124.05	72.5219	60.7487	90.6523	857.697
124.07	72.535	60.7472	90.6688	857.71
124.09	72.5495	60.7472	90.6869	857.724
124.11	72.5637	60.7524	90.7046	857.739
124.13	72.5766	60.7483	90.7208	857.752
124.15	72.5887	60.7425	90.7358	857.764
124.17	72.6013	60.7489	90.7517	857.776
124.19	72.6155	60.7437	90.7693	857.79
124.21	72.6296	60.7425	90.787	857.805
124.23	72.6428	60.7505	90.8035	857.818
124.25	72.6554	60.7497	90.8193	857.83
124.27	72.6686	60.7517	90.8358	857.844
124.29	72.6829	60.756	90.8537	857.858
124.31	72.6968	60.7555	90.871	857.872
124.33	72.7096	60.7547	90.887	857.885
124.35	72.7219	60.761	90.9024	857.897
124.37	72.7348	60.7585	90.9185	857.91
124.39	72.7491	60.7586	90.9364	857.924
124.41	72.7632	60.7652	90.954	857.938
124.43	72.7763	60.7613	90.9704	857.951
124.45	72.7887	60.7614	90.9858	857.964
124.47	72.8015	60.7679	91.0019	857.977
124.49	72.8159	60.7649	91.0199	857.991
124.51	72.8301	60.7646	91.0376	858.005
124.53	72.8432	60.7694	91.054	858.018
124.55	72.8555	60.7677	91.0694	858.031
124.57	72.8684	60.7627	91.0855	858.043
124.59	72.8825	60.7697	91.1031	858.058
124.61	72.8963	60.7657	91.1204	858.071
124.63	72.9093	60.7666	91.1366	858.084
124.65	72.9218	60.774	91.1523	858.097
124.67	72.935	60.7724	91.1688	858.11
124.69	72.9495	60.7726	91.1869	858.124
124.71	72.9637	60.7785	91.2046	858.139
124.73	72.9767	60.7759	91.2208	858.152
124.75	72.9887	60.7724	91.2359	858.164
124.77	73.0013	60.7784	91.2517	858.176
124.79	73.0154	60.7768	91.2693	858.19
124.81	73.0296	60.7749	91.287	858.205
124.83	73.0428	60.7828	91.3035	858.218
124.85	73.0554	60.7807	91.3193	858.23
124.87	73.0686	60.7829	91.3358	858.244
124.89	73.0829	60.786	91.3537	858.258
124.91	73.0967	60.7848	91.3709	858.272
124.93	73.1096	60.7826	91.387	858.285
124.95	73.1219	60.7879	91.4023	858.297
124.97	73.1348	60.7864	91.4185	858.31
124.99	73.1491	60.787	91.4364	858.324
125.01	73.1632	60.7981	91.4541	858.338
125.03	73.1763	60.7948	91.4704	858.351
125.05	73.1887	60.7948	91.4858	858.364
125.07	73.2016	60.8034	91.502	858.377
125.09	73.2159	60.8006	91.5199	858.391
125.11	73.2301	60.7997	91.5376	858.405
125.13	73.2432	60.8072	91.554	858.418
125.15	73.2555	60.8085	91.5694	858.431
125.17	73.2684	60.803	91.5856	858.443
125.19	73.2825	60.8114	91.6032	858.458
125.21	73.2963	60.805	91.6204	858.471
125.23	73.3093	60.8049	91.6366	858.484
125.25	73.3218	60.8122	91.6523	858.497
125.27	73.3351	60.8096	91.6688	858.51
125.29	73.3496	60.8097	91.6869	858.525
125.31	73.3638	60.8179	91.7047	858.539
125.33	73.3767	60.8135	91.7209	858.552
125.35	73.3887	60.8096	91.7359	858.564
125.37	73.4014	60.8157	91.7517	858.576
125.39	73.4155	60.8119	91.7694	858.59
125.41	73.4296	60.8081	91.7871	858.605
125.43	73.4429	60.8172	91.8036	858.618
125.45	73.4555	60.8152	91.8194	858.63
125.47	73.4686	60.8175	91.8358	858.644
125.49	73.4829	60.8229	91.8536	858.658
125.51	73.4967	60.8199	91.8709	858.672
125.53	73.5095	60.818	91.8869	858.685
125.55	73.5219	60.8238	91.9023	858.697
125.57	73.5348	60.8202	91.9185	858.71
125.59	73.5491	60.8185	91.9364	858.724
125.61	73.5632	60.8301	91.954	858.738
125.63	73.5763	60.8271	91.9704	858.751
125.65	73.5886	60.8248	91.9858	858.764
125.67	73.6015	60.8343	92.0019	858.777
125.69	73.6159	60.8327	92.0199	858.791
125.71	73.6301	60.8295	92.0377	858.805
125.73	73.6432	60.8378	92.054	858.818
125.75	73.6555	60.8382	92.0694	858.831
125.77	73.6684	60.8318	92.0855	858.843
125.79	73.6825	60.8398	92.1031	858.858
125.81	73.6964	60.8363	92.1204	858.871
125.83	73.7093	60.8354	92.1367	858.884
125.85	73.7218	60.8442	92.1523	858.897
125.87	73.7351	60.8442	92.1688	858.91
125.89	73.7496	60.8448	92.187	858.925
125.91	73.7638	60.8522	92.2048	858.939
125.93	73.7767	60.8489	92.2208	858.952
125.95	73.7887	60.8451	92.2358	858.964
125.97	73.8013	60.8495	92.2517	858.976
125.99	73.8154	60.8479	92.2693	858.99
126.01	73.8296	60.8451	92.287	859.005
126.03	73.8429	60.8548	92.3036	859.018
126.05	73.8555	60.8536	92.3193	859.03
126.07	73.8686	60.8569	92.3358	859.044
126.09	73.8829	60.8605	92.3536	859.058
126.11	73.8968	60.8608	92.371	859.072
126.13	73.9095	60.857	92.3869	859.085
126.15	73.9219	60.8627	92.4023	859.097
126.17	73.9349	60.8591	92.4186	859.11
126.19	73.9492	60.8567	92.4365	859.124
126.21	73.9633	60.8642	92.4541	859.138
126.23	73.9763	60.8619	92.4704	859.151
126.25	73.9886	60.8605	92.4858	859.164
126.27	74.0015	60.8682	92.5019	859.177
126.29	74.0159	60.8683	92.5199	859.191
126.31	74.0301	60.8683	92.5376	859.205
126.33	74.0432	60.8738	92.554	859.218
126.35	74.0556	60.876	92.5695	859.231
126.37	74.0685	60.8733	92.5856	859.243
126.39	74.0826	60.882	92.6032	859.258
126.41	74.0964	60.8779	92.6205	859.271
126.43	74.1093	60.8802	92.6366	859.284
126.45	74.1218	60.8896	92.6523	859.297
126.47	74.1351	60.8893	92.6688	859.31
126.49	74.1496	60.8881	92.687	859.325
126.51	74.1638	60.897	92.7047	859.339
126.53	74.1767	60.8943	92.7209	859.352
126.55	74.1888	60.8871	92.7359	859.364
126.57	74.2013	60.8893	92.7517	859.376
126.59	74.2154	60.8885	92.7693	859.39
126.61	74.2296	60.886	92.787	859.405
126.63	74.2428	60.8912	92.8035	859.418
126.65	74.2554	60.8898	92.8193	859.43
126.67	74.2686	60.892	92.8358	859.444
126.69	74.2829	60.8932	92.8536	859.458
126.71	74.2967	60.8906	92.8709	859.472
126.73	74.3095	60.8895	92.8868	859.484
126.75	74.3218	60.8964	92.9022	859.497
126.77	74.3348	60.8948	92.9185	859.51
126.79	74.3491	60.8942	92.9364	859.524
126.81	74.3632	60.9015	92.954	859.538
126.83	74.3763	60.9009	92.9704	859.551
126.85	74.3886	60.8973	92.9858	859.564
126.87	74.4015	60.9058	93.0019	859.576
126.89	74.4159	60.9034	93.0198	859.591
126.91	74.4301	60.9045	93.0376	859.605
126.93	74.4432	60.908	93.054	859.618
126.95	74.4555	60.9102	93.0694	859.631
126.97	74.4685	60.9069	93.0856	859.643
126.99	74.4826	60.9161	93.1032	859.658
127.01	74.4964	60.9108	93.1205	859.671
127.03	74.5093	60.9136	93.1366	859.684
127.05	74.5218	60.9188	93.1523	859.697
127.07	74.535	60.9152	93.1688	859.71
127.09	74.5496	60.9145	93.1869	859.725
127.11	74.5638	60.9207	93.2047	859.739
127.13	74.5767	60.9155	93.2208	859.752
127.15	74.5887	60.9111	93.2359	859.764
127.17	74.6013	60.916	93.2517	859.776
127.19	74.6155	60.913	93.2693	859.79
127.21	74.6296	60.9095	93.287	859.805
127.23	74.6428	60.9174	93.3035	859.818
127.25	74.6554	60.9166	93.3193	859.83
127.27	74.6685	60.9186	93.3357	859.844
127.29	74.6828	60.9239	93.3535	859.858
127.31	74.6967	60.9222	93.3709	859.872
127.33	74.7095	60.9203	93.3869	859.885
127.35	74.7218	60.9263	93.4023	859.897
127.37	74.7348	60.9238	93.4186	859.91
127.39	74.7491	60.9219	93.4364	859.924
127.41	74.7632	60.9321	93.454	859.938
127.43	74.7763	60.9296	93.4704	859.951
127.45	74.7887	60.9288	93.4858	859.964
127.47	74.8015	60.9338	93.5019	859.977
127.49	74.8159	60.9313	93.5199	859.991
127.51	74.8301	60.9293	93.5377	860.005
127.53	74.8432	60.9337	93.554	860.018
127.55	74.8556	60.9312	93.5695	860.031
127.57	74.8685	60.9279	93.5856	860.043
127.59	74.8825	60.9337	93.6032	860.058
127.61	74.8963	60.9272	93.6204	860.071
127.63	74.9092	60.9291	93.6366	860.084
127.65	74.9218	60.9371	93.6523	860.097
127.67	74.935	60.9373	93.6688	860.11
127.69	74.9495	60.9382	93.6869	860.125
127.71	74.9638	60.9462	93.7047	860.139
127.73	74.9767	60.9421	93.7209	860.152
127.75	74.9887	60.939	93.7359	860.164
127.77	75.0013	60.9434	93.7516	860.176
127.79	75.0154	60.9415	93.7693	860.19
127.81	75.0296	60.9401	93.787	860.205
127.83	75.0429	60.947	93.8036	860.218
127.85	75.0555	60.9426	93.8193	860.23
127.87	75.0686	60.9451	93.8357	860.244
127.89	75.0829	60.9473	93.8536	860.258
127.91	75.0967	60.9438	93.8709	860.272
127.93	75.1096	60.9454	93.887	860.285
127.95	75.1219	60.9507	93.9023	860.297
127.97	75.1348	60.9475	93.9185	860.31
127.99	75.1491	60.9462	93.9364	860.324
128.01	75.1633	60.954	93.9541	860.338
128.03	75.1764	60.9484	93.9705	860.351
128.05	75.1887	60.949	93.9859	860.364
128.07	75.2016	60.9553	94.002	860.377
128.09	75.2159	60.9528	94.0199	860.391
128.11	75.2301	60.9551	94.0376	860.405
128.13	75.2432	60.9597	94.054	860.418
128.15	75.2556	60.9597	94.0695	860.431
128.17	75.2685	60.9562	94.0856	860.443
128.19	75.2825	60.9658	94.1032	860.458
128.21	75.2963	60.96	94.1204	860.471
128.23	75.3093	60.9627	94.1366	860.484
128.25	75.3219	60.9702	94.1523	860.497
128.27	75.3351	60.9677	94.1688	860.51
128.29	75.3495	60.9666	94.1869	860.525
128.31	75.3637	60.9744	94.2047	860.539
128.33	75.3766	60.9692	94.2208	860.552
128.35	75.3887	60.9666	94.2359	860.564
128.37	75.4014	60.9716	94.2517	860.576
128.39	75.4155	60.9688	94.2694	860.59
128.41	75.4296	60.9663	94.287	860.605
128.43	75.4428	60.9743	94.3035	860.618
128.45	75.4554	60.9691	94.3192	860.63
128.47	75.4685	60.9699	94.3357	860.644
128.49	75.4828	60.9739	94.3535	860.658
128.51	75.4968	60.9714	94.3709	860.672
128.53	75.5096	60.9692	94.387	860.685
128.55	75.5219	60.9766	94.4024	860.697
128.57	75.5348	60.976	94.4186	860.71
128.59	75.5491	60.9744	94.4364	860.724
128.61	75.5632	60.9833	94.454	860.738
128.63	75.5762	60.9821	94.4703	860.751
128.65	75.5887	60.9824	94.4858	860.764
128.67	75.6016	60.9904	94.502	860.777
128.69	75.6159	60.9898	94.5199	860.791
128.71	75.6301	60.9901	94.5376	860.805
128.73	75.6432	60.9973	94.5541	860.818
128.75	75.6556	60.9979	94.5695	860.831
128.77	75.6684	60.9935	94.5855	860.843
128.79	75.6825	61.0036	94.6031	860.857
128.81	75.6964	60.999	94.6204	860.871
128.83	75.7093	60.9989	94.6367	860.884
128.85	75.7219	61.0061	94.6523	860.897
128.87	75.7351	61.0053	94.6688	860.91
128.89	75.7495	61.0026	94.6869	860.925
128.91	75.7637	61.0089	94.7047	860.939
128.93	75.7766	61.0039	94.7208	860.952
128.95	75.7886	60.997	94.7358	860.964
128.97	75.8013	61.0042	94.7516	860.976
128.99	75.8154	61.001	94.7693	860.99
129.01	75.8296	61.0026	94.787	861.005
129.03	75.8428	61.0112	94.8036	861.018
129.05	75.8554	61.0141	94.8193	861.03
129.07	75.8686	61.0147	94.8357	861.044
129.09	75.8829	61.0224	94.8536	861.058
129.11	75.8968	61.0177	94.8709	861.072
129.13	75.9096	61.0178	94.887	861.085
129.15	75.9219	61.0235	94.9024	861.097
129.17	75.9349	61.0219	94.9186	861.11
129.19	75.9492	61.0213	94.9365	861.124
129.21	75.9633	61.0314	94.9541	861.138
129.23	75.9763	61.031	94.9704	861.151
129.25	75.9887	61.0286	94.9858	861.164
129.27	76.0016	61.0363	95.002	861.177
129.29	76.0159	61.0361	95.0199	861.191
129.31	76.0301	61.0346	95.0377	861.205
129.33	76.0432	61.0418	95.054	861.218
129.35	76.0556	61.043	95.0695	861.231
129.37	76.0684	61.0404	95.0855	861.243
129.39	76.0825	61.0471	95.1031	861.257
129.41	76.0963	61.0437	95.1204	861.271
129.43	76.1092	61.0426	95.1365	861.284
129.45	76.1218	61.0513	95.1522	861.297
129.47	76.135	61.0512	95.1688	861.31
129.49	76.1495	61.0523	95.1869	861.325
129.51	76.1638	61.0623	95.2047	861.339
129.53	76.1767	61.0611	95.2209	861.352
129.55	76.1887	61.0589	95.2359	861.364
129.57	76.2014	61.0629	95.2517	861.376
129.59	76.2155	61.0647	95.2693	861.39
129.61	76.2296	61.0612	95.287	861.405
129.63	76.2429	61.0694	95.3036	861.418
129.65	76.2554	61.0691	95.3193	861.43
129.67	76.2685	61.0694	95.3357	861.444
129.69	76.2829	61.0725	95.3536	861.458
129.71	76.2968	61.0703	95.371	861.472
129.73	76.3096	61.0711	95.387	861.485
129.75	76.3218	61.0753	95.4023	861.497
129.77	76.3348	61.0769	95.4185	861.51
129.79	76.3491	61.0745	95.4364	861.524
129.81	76.3632	61.0839	95.454	861.538
129.83	76.3763	61.0817	95.4704	861.551
129.85	76.3887	61.0813	95.4859	861.564
129.87	76.4016	61.0918	95.502	861.577
129.89	76.4159	61.091	95.5199	861.591
129.91	76.4302	61.0908	95.5377	861.605
129.93	76.4432	61.0968	95.5541	861.618
129.95	76.4555	61.0959	95.5694	861.631
129.97	76.4684	61.0923	95.5855	861.643
129.99	76.4825	61.0984	95.6031	861.658
130.01	76.4964	61.0954	95.6204	861.671
130.03	76.5093	61.0954	95.6366	861.684
130.05	76.5218	61.1064	95.6523	861.697
130.07	76.535	61.1026	95.6688	861.71
130.09	76.5495	61.1026	95.6869	861.724
130.11	76.5637	61.1103	95.7046	861.739
130.13	76.5766	61.1053	95.7207	861.752
130.15	76.5886	61.1023	95.7358	861.764
130.17	76.6014	61.107	95.7517	861.776
130.19	76.6155	61.1065	95.7694	861.79
130.21	76.6296	61.1051	95.787	861.805
130.23	76.6428	61.1143	95.8035	861.818
130.25	76.6554	61.1106	95.8193	861.83
130.27	76.6686	61.1131	95.8357	861.844
130.29	76.6829	61.1165	95.8536	861.858
130.31	76.6968	61.1151	95.871	861.872
130.33	76.7096	61.1123	95.887	861.885
130.35	76.7219	61.1186	95.9023	861.897
130.37	76.7349	61.1178	95.9186	861.91
130.39	76.7491	61.1162	95.9364	861.924
130.41	76.7632	61.1261	95.954	861.938
130.43	76.7763	61.1242	95.9704	861.951
130.45	76.7887	61.1256	95.9859	861.964
130.47	76.8016	61.1333	96.002	861.977
130.49	76.8159	61.1331	96.0199	861.991
130.51	76.8301	61.1302	96.0376	862.005
130.53	76.8432	61.138	96.054	862.018
130.55	76.8556	61.135	96.0695	862.031
130.57	76.8685	61.13	96.0856	862.043
130.59	76.8825	61.1375	96.1031	862.057
130.61	76.8963	61.1331	96.1203	862.071
130.63	76.9092	61.1316	96.1366	862.084
130.65	76.9218	61.141	96.1522	862.097
130.67	76.935	61.1386	96.1688	862.11
130.69	76.9495	61.1383	96.1869	862.125
130.71	76.9638	61.1435	96.2047	862.139
130.73	76.9767	61.1419	96.2208	862.152
130.75	76.9887	61.1366	96.2359	862.164
130.77	77.0014	61.1426	96.2517	862.176
130.79	77.0155	61.1399	96.2694	862.19
130.81	77.0296	61.1389	96.287	862.205
130.83	77.0428	61.1477	96.3035	862.218
130.85	77.0554	61.1458	96.3193	862.23
130.87	77.0686	61.1469	96.3357	862.244
130.89	77.0829	61.1512	96.3536	862.258
130.91	77.0968	61.1509	96.371	862.272
130.93	77.1096	61.1471	96.387	862.285
130.95	77.1219	61.1552	96.4023	862.297
130.97	77.1348	61.1529	96.4185	862.31
130.99	77.1491	61.1509	96.4364	862.324
131.01	77.1632	61.159	96.4541	862.338
131.03	77.1763	61.1557	96.4704	862.351
131.05	77.1886	61.1523	96.4858	862.364
131.07	77.2016	61.1607	96.502	862.377
131.09	77.2159	61.1593	96.5199	862.391
131.11	77.2301	61.1593	96.5376	862.405
131.13	77.2432	61.1653	96.554	862.418
131.15	77.2555	61.1653	96.5694	862.431
131.17	77.2684	61.1595	96.5855	862.443
131.19	77.2825	61.1683	96.6031	862.457
131.21	77.2964	61.1623	96.6205	862.471
131.23	77.3094	61.1628	96.6367	862.484
131.25	77.3219	61.1706	96.6523	862.497
131.27	77.335	61.1675	96.6688	862.51
131.29	77.3495	61.1661	96.6869	862.525
131.31	77.3637	61.1714	96.7047	862.539
131.33	77.3766	61.1664	96.7208	862.552
131.35	77.3887	61.1615	96.7359	862.564
131.37	77.4014	61.1673	96.7517	862.576
131.39	77.4155	61.1628	96.7694	862.59
131.41	77.4296	61.161	96.787	862.605
131.43	77.4428	61.1692	96.8035	862.618
131.45	77.4554	61.1672	96.8193	862.63
131.47	77.4686	61.1673	96.8357	862.644
131.49	77.4828	61.1728	96.8536	862.658
131.51	77.4968	61.1708	96.8709	862.672
131.53	77.5096	61.1684	96.887	862.685
131.55	77.5219	61.1734	96.9024	862.697
131.57	77.5348	61.1722	96.9185	862.71
131.59	77.5491	61.1678	96.9364	862.724
131.61	77.5632	61.1772	96.954	862.738
131.63	77.5762	61.1748	96.9703	862.751
131.65	77.5886	61.1737	96.9858	862.764
131.67	77.6017	61.1803	97.0021	862.777
131.69	77.616	61.1825	97.02	862.791
131.71	77.6302	61.1788	97.0377	862.805
131.73	77.6432	61.1825	97.054	862.818
131.75	77.6556	61.1824	97.0695	862.831
131.77	77.6684	61.1769	97.0856	862.843
131.79	77.6825	61.1847	97.1031	862.857
131.81	77.6964	61.1816	97.1204	862.871
131.83	77.7094	61.1827	97.1367	862.884
131.85	77.7219	61.1888	97.1524	862.897
131.87	77.7351	61.1872	97.1688	862.91
131.89	77.7495	61.1844	97.1869	862.925
131.91	77.7637	61.1888	97.2046	862.939
131.93	77.7766	61.1833	97.2208	862.952
131.95	77.7887	61.1805	97.2359	862.964
131.97	77.8014	61.1874	97.2517	862.976
131.99	77.8155	61.1827	97.2693	862.99
132.01	77.8296	61.1833	97.287	863.005
132.03	77.8428	61.193	97.3036	863.018
132.05	77.8554	61.19	97.3193	863.03
132.07	77.8685	61.1908	97.3356	863.044
132.09	77.8828	61.1968	97.3535	863.058
132.11	77.8967	61.1941	97.3709	863.072
132.13	77.9096	61.1908	97.387	863.085
132.15	77.9219	61.1974	97.4024	863.097
132.17	77.9349	61.1969	97.4186	863.11
132.19	77.9491	61.1952	97.4364	863.124
132.21	77.9632	61.2026	97.454	863.138
132.23	77.9763	61.2007	97.4703	863.151
132.25	77.9887	61.1993	97.4858	863.164
132.27	78.0016	61.2019	97.502	863.177
132.29	78.0159	61.2016	97.5199	863.191
132.31	78.0302	61.2013	97.5377	863.205
132.33	78.0432	61.2051	97.554	863.218
132.35	78.0555	61.2062	97.5694	863.23
132.37	78.0684	61.2037	97.5855	863.243
132.39	78.0825	61.2098	97.6031	863.257
132.41	78.0964	61.2038	97.6204	863.271
132.43	78.1093	61.2045	97.6367	863.284
132.45	78.1219	61.2095	97.6524	863.297
132.47	78.1351	61.2077	97.6688	863.31
132.49	78.1495	61.2087	97.6869	863.324
132.51	78.1637	61.2167	97.7046	863.339
132.53	78.1766	61.2139	97.7207	863.352
132.55	78.1887	61.2093	97.7359	863.364
132.57	78.2014	61.2143	97.7517	863.376
132.59	78.2155	61.2107	97.7694	863.39
132.61	78.2296	61.2084	97.787	863.405
132.63	78.2428	61.216	97.8035	863.418
132.65	78.2554	61.2148	97.8193	863.43
132.67	78.2685	61.2154	97.8357	863.444
132.69	78.2828	61.2189	97.8536	863.458
132.71	78.2968	61.2162	97.871	863.472
132.73	78.3096	61.2135	97.887	863.485
132.75	78.3219	61.2198	97.9024	863.497
132.77	78.3349	61.2173	97.9186	863.51
132.79	78.3491	61.2145	97.9364	863.524
132.81	78.3632	61.222	97.954	863.538
132.83	78.3763	61.2193	97.9704	863.551
132.85	78.3886	61.2164	97.9858	863.564
132.87	78.4016	61.2236	98.002	863.577
132.89	78.416	61.2236	98.02	863.591
132.91	78.4302	61.2234	98.0377	863.605
132.93	78.4433	61.2284	98.0541	863.618
132.95	78.4555	61.23	98.0694	863.631
132.97	78.4684	61.2253	98.0854	863.643
132.99	78.4825	61.2331	98.1031	863.657
133.01	78.4964	61.2272	98.1204	863.671
133.03	78.5093	61.2287	98.1367	863.684
133.05	78.5219	61.2353	98.1524	863.697
133.07	78.5351	61.2333	98.1688	863.71
133.09	78.5495	61.2302	98.1869	863.724
133.11	78.5637	61.237	98.2046	863.739
133.13	78.5765	61.2328	98.2207	863.752
133.15	78.5887	61.2286	98.2358	863.764
133.17	78.6014	61.2342	98.2517	863.776
133.19	78.6155	61.2344	98.2694	863.791
133.21	78.6296	61.2319	98.287	863.805
133.23	78.6429	61.2396	98.3036	863.818
133.25	78.6554	61.2358	98.3193	863.83
133.27	78.6685	61.2374	98.3356	863.843
133.29	78.6828	61.2408	98.3535	863.858
133.31	78.6968	61.2388	98.3709	863.872
133.33	78.7096	61.2383	98.387	863.885
133.35	78.7219	61.2447	98.4023	863.897
133.37	78.7348	61.2446	98.4186	863.91
133.39	78.7491	61.2425	98.4364	863.924
133.41	78.7632	61.2532	98.454	863.938
133.43	78.7763	61.2502	98.4704	863.951
133.45	78.7886	61.2497	98.4858	863.964
133.47	78.8015	61.2599	98.5019	863.977
133.49	78.8159	61.2568	98.5199	863.991
133.51	78.8302	61.2559	98.5377	864.005
133.53	78.8432	61.2637	98.554	864.018
