"aktuelle Probe"	"17"
"Einspannlänge"	832.756	"mm"
"Messlänge"	"nicht bekannt"
"Probenbreite b0"	11.4	"mm"
"Probendicke a0"	0.2	"mm"
"Prüfgeschwindigkeit"	150	"mm/min"
"Vorkraft"	0.2	"N"
"Weg nach Bruch"	5	"mm"
"E-Modul"	1127.12	"N/mm²"
"Dehnung bei Fmax"	306.402	"%"
"Dehnung bei Bruch"	309.236	"%"
"obere Streckgrenze"	"nicht bekannt"
"Kraftmaximum"	37.9483	"N/mm²"
"Bruchkraft"	"nicht bekannt"
"Geschwindigkeit E-Modul"	1	"%L0/min"
"Datum"	"20.02.2008"
"Prüfzeit"	"Standardweg"	"Standardkraft"	"Dehnung"	"Traverse abs."
"s"	"mm"	"N"	"%"	"mm"
283.79	179.016	72.655	223.769	964.191
283.81	179.03	72.655	223.787	964.205
283.83	179.043	72.6652	223.804	964.218
283.85	179.055	72.6641	223.819	964.23
283.87	179.069	72.6664	223.836	964.244
283.89	179.083	72.6733	223.854	964.258
283.91	179.097	72.6706	223.871	964.272
283.93	179.11	72.67	223.887	964.285
283.95	179.122	72.6788	223.902	964.297
283.97	179.135	72.6779	223.919	964.31
283.99	179.149	72.678	223.936	964.324
284.01	179.163	72.6877	223.954	964.338
284.03	179.176	72.6852	223.97	964.351
284.05	179.189	72.686	223.986	964.364
284.07	179.202	72.6956	224.002	964.377
284.09	179.216	72.6954	224.02	964.391
284.11	179.23	72.6978	224.038	964.405
284.13	179.243	72.7048	224.054	964.418
284.15	179.256	72.704	224.069	964.431
284.17	179.268	72.7012	224.086	964.443
284.19	179.283	72.7086	224.103	964.458
284.21	179.296	72.7037	224.12	964.471
284.23	179.309	72.7072	224.137	964.484
284.25	179.322	72.7169	224.152	964.497
284.27	179.335	72.715	224.169	964.51
284.29	179.35	72.7172	224.187	964.525
284.31	179.364	72.7257	224.205	964.539
284.33	179.377	72.7214	224.221	964.552
284.35	179.389	72.7197	224.236	964.564
284.37	179.401	72.728	224.252	964.576
284.39	179.415	72.7263	224.269	964.59
284.41	179.43	72.7255	224.287	964.605
284.43	179.443	72.7354	224.304	964.618
284.45	179.455	72.7344	224.319	964.63
284.47	179.468	72.7354	224.336	964.643
284.49	179.483	72.7415	224.354	964.658
284.51	179.497	72.7415	224.371	964.672
284.53	179.51	72.7418	224.387	964.685
284.55	179.522	72.7495	224.402	964.697
284.57	179.535	72.7473	224.419	964.71
284.59	179.549	72.7479	224.436	964.724
284.61	179.563	72.7561	224.454	964.738
284.63	179.576	72.7539	224.47	964.751
284.65	179.589	72.7553	224.486	964.764
284.67	179.602	72.7645	224.502	964.777
284.69	179.616	72.7644	224.52	964.791
284.71	179.63	72.7659	224.538	964.805
284.73	179.643	72.773	224.554	964.818
284.75	179.656	72.7731	224.569	964.831
284.77	179.668	72.77	224.586	964.843
284.79	179.683	72.7792	224.603	964.858
284.81	179.696	72.7755	224.62	964.871
284.83	179.709	72.7771	224.637	964.884
284.85	179.722	72.7861	224.652	964.897
284.87	179.735	72.7866	224.669	964.91
284.89	179.75	72.7885	224.687	964.925
284.91	179.764	72.7973	224.705	964.939
284.93	179.777	72.7935	224.721	964.952
284.95	179.789	72.7874	224.736	964.964
284.97	179.801	72.7963	224.752	964.976
284.99	179.816	72.7912	224.769	964.991
285.01	179.83	72.7912	224.787	965.005
285.03	179.843	72.802	224.804	965.018
285.05	179.855	72.8042	224.819	965.03
285.07	179.869	72.8029	224.836	965.044
285.09	179.883	72.8117	224.854	965.058
285.11	179.897	72.8093	224.871	965.072
285.13	179.91	72.8079	224.887	965.085
285.15	179.922	72.8151	224.902	965.097
285.17	179.935	72.8148	224.919	965.11
285.19	179.949	72.8158	224.936	965.124
285.21	179.963	72.8264	224.954	965.138
285.23	179.976	72.8261	224.97	965.151
285.25	179.989	72.8256	224.986	965.164
285.27	180.002	72.835	225.002	965.177
285.29	180.016	72.8339	225.02	965.191
285.31	180.03	72.8327	225.038	965.205
285.33	180.043	72.8397	225.054	965.218
285.35	180.056	72.8397	225.069	965.231
285.37	180.068	72.8375	225.086	965.243
285.39	180.083	72.8454	225.103	965.258
285.41	180.096	72.841	225.12	965.271
285.43	180.109	72.843	225.137	965.284
285.45	180.122	72.8537	225.152	965.297
285.47	180.135	72.8535	225.169	965.31
285.49	180.15	72.8534	225.187	965.325
285.51	180.164	72.8636	225.205	965.339
285.53	180.177	72.8604	225.221	965.352
285.55	180.189	72.8556	225.236	965.364
285.57	180.201	72.8609	225.252	965.376
285.59	180.215	72.8615	225.269	965.39
285.61	180.23	72.8587	225.287	965.405
285.63	180.243	72.8675	225.304	965.418
285.65	180.255	72.867	225.319	965.43
285.67	180.269	72.8681	225.336	965.444
285.69	180.283	72.8714	225.354	965.458
285.71	180.297	72.8706	225.371	965.472
285.73	180.31	72.87	225.387	965.485
285.75	180.322	72.8758	225.402	965.497
285.77	180.335	72.8747	225.419	965.51
285.79	180.349	72.8744	225.436	965.524
285.81	180.363	72.885	225.454	965.538
285.83	180.376	72.8836	225.47	965.551
285.85	180.389	72.8811	225.486	965.564
285.87	180.402	72.893	225.502	965.577
285.89	180.416	72.8907	225.52	965.591
285.91	180.43	72.8908	225.538	965.605
285.93	180.443	72.8983	225.554	965.618
285.95	180.456	72.9018	225.569	965.631
285.97	180.468	72.8968	225.586	965.643
285.99	180.483	72.9066	225.603	965.658
286.01	180.496	72.9019	225.62	965.671
286.03	180.509	72.9005	225.637	965.684
286.05	180.522	72.909	225.652	965.697
286.07	180.535	72.9076	225.669	965.71
286.09	180.549	72.9052	225.687	965.724
286.11	180.564	72.9157	225.705	965.739
286.13	180.577	72.9132	225.721	965.752
286.15	180.589	72.9096	225.736	965.764
286.17	180.601	72.917	225.752	965.776
286.19	180.615	72.9184	225.769	965.79
286.21	180.63	72.9153	225.787	965.805
286.23	180.643	72.9242	225.804	965.818
286.25	180.655	72.925	225.819	965.83
286.27	180.669	72.9248	225.836	965.844
286.29	180.683	72.9314	225.854	965.858
286.31	180.697	72.9319	225.871	965.872
286.33	180.71	72.9309	225.887	965.885
286.35	180.722	72.9383	225.902	965.897
286.37	180.735	72.9383	225.919	965.91
286.39	180.749	72.9358	225.936	965.924
286.41	180.763	72.9466	225.954	965.938
286.43	180.776	72.9454	225.97	965.951
286.45	180.789	72.9441	225.986	965.964
286.47	180.802	72.9532	226.002	965.977
286.49	180.816	72.953	226.02	965.991
286.51	180.83	72.9516	226.038	966.005
286.53	180.843	72.9591	226.054	966.018
286.55	180.855	72.9593	226.069	966.03
286.57	180.868	72.9554	226.086	966.043
286.59	180.882	72.9662	226.103	966.057
286.61	180.896	72.9624	226.12	966.071
286.63	180.909	72.964	226.137	966.084
286.65	180.922	72.9739	226.152	966.097
286.67	180.935	72.9754	226.169	966.11
286.69	180.949	72.9748	226.187	966.124
286.71	180.964	72.9842	226.205	966.139
286.73	180.977	72.9836	226.221	966.152
286.75	180.989	72.98	226.236	966.164
286.77	181.001	72.9856	226.252	966.176
286.79	181.016	72.9855	226.269	966.19
286.81	181.03	72.9836	226.287	966.205
286.83	181.043	72.9921	226.304	966.218
286.85	181.055	72.9936	226.319	966.23
286.87	181.069	72.9964	226.336	966.244
286.89	181.083	73	226.354	966.258
286.91	181.097	73.0004	226.371	966.272
286.93	181.11	72.9999	226.387	966.285
286.95	181.122	73.0066	226.402	966.297
286.97	181.135	73.0066	226.419	966.31
286.99	181.149	73.009	226.436	966.324
287.01	181.163	73.0206	226.454	966.338
287.03	181.176	73.0199	226.47	966.351
287.05	181.189	73.0209	226.486	966.364
287.07	181.202	73.03	226.502	966.377
287.09	181.216	73.0301	226.52	966.391
287.11	181.23	73.0312	226.538	966.405
287.13	181.243	73.0392	226.554	966.418
287.15	181.256	73.0387	226.569	966.431
287.17	181.268	73.037	226.586	966.443
287.19	181.283	73.0456	226.603	966.457
287.21	181.296	73.0405	226.62	966.471
287.23	181.309	73.0433	226.637	966.484
287.25	181.322	73.0543	226.652	966.497
287.27	181.335	73.0519	226.669	966.51
287.29	181.35	73.0541	226.687	966.525
287.31	181.364	73.0632	226.705	966.539
287.33	181.377	73.0582	226.721	966.552
287.35	181.389	73.0536	226.736	966.564
287.37	181.401	73.063	226.752	966.576
287.39	181.416	73.0593	226.769	966.59
287.41	181.43	73.0608	226.787	966.605
287.43	181.443	73.0724	226.804	966.618
287.45	181.455	73.074	226.819	966.63
287.47	181.469	73.0734	226.836	966.644
287.49	181.483	73.0811	226.854	966.658
287.51	181.497	73.0789	226.871	966.672
287.53	181.51	73.079	226.887	966.685
287.55	181.522	73.0887	226.902	966.697
287.57	181.535	73.0906	226.919	966.71
287.59	181.549	73.0916	226.936	966.724
287.61	181.563	73.1049	226.954	966.738
287.63	181.576	73.1035	226.97	966.751
287.65	181.589	73.1049	226.986	966.764
287.67	181.602	73.1146	227.002	966.777
287.69	181.616	73.1163	227.02	966.791
287.71	181.63	73.116	227.038	966.805
287.73	181.643	73.1231	227.054	966.818
287.75	181.656	73.1223	227.069	966.831
287.77	181.668	73.1185	227.086	966.843
287.79	181.683	73.1259	227.103	966.857
287.81	181.696	73.1204	227.12	966.871
287.83	181.709	73.1221	227.137	966.884
287.85	181.722	73.1306	227.152	966.897
287.87	181.735	73.1303	227.169	966.91
287.89	181.75	73.1318	227.187	966.924
287.91	181.764	73.1436	227.205	966.939
287.93	181.777	73.1411	227.221	966.952
287.95	181.789	73.1389	227.236	966.964
287.97	181.801	73.1514	227.252	966.976
287.99	181.815	73.15	227.269	966.99
288.01	181.83	73.1516	227.287	967.005
288.03	181.843	73.1649	227.304	967.018
288.05	181.855	73.1673	227.319	967.03
288.07	181.869	73.1668	227.336	967.044
288.09	181.883	73.1773	227.354	967.058
288.11	181.897	73.1751	227.371	967.072
288.13	181.91	73.174	227.387	967.085
288.15	181.922	73.182	227.402	967.097
288.17	181.935	73.1832	227.419	967.11
288.19	181.949	73.1801	227.436	967.124
288.21	181.963	73.1901	227.454	967.138
288.23	181.976	73.1903	227.47	967.151
288.25	181.989	73.1909	227.486	967.164
288.27	182.002	73.1986	227.502	967.177
288.29	182.016	73.2006	227.52	967.191
288.31	182.03	73.2025	227.538	967.205
288.33	182.043	73.2102	227.554	967.218
288.35	182.055	73.2113	227.569	967.23
288.37	182.068	73.2124	227.585	967.243
288.39	182.082	73.2238	227.603	967.257
288.41	182.096	73.2218	227.62	967.271
288.43	182.109	73.2243	227.637	967.284
288.45	182.122	73.2346	227.652	967.297
288.47	182.135	73.2332	227.669	967.31
288.49	182.15	73.2342	227.687	967.325
288.51	182.164	73.2443	227.705	967.339
288.53	182.177	73.2425	227.721	967.352
288.55	182.189	73.2403	227.736	967.364
288.57	182.201	73.2505	227.752	967.376
288.59	182.215	73.2478	227.769	967.39
288.61	182.23	73.2486	227.787	967.405
288.63	182.243	73.2578	227.804	967.418
288.65	182.255	73.2594	227.819	967.43
288.67	182.269	73.2594	227.836	967.444
288.69	182.283	73.2691	227.854	967.458
288.71	182.297	73.2683	227.871	967.472
288.73	182.31	73.2715	227.887	967.485
288.75	182.322	73.2791	227.902	967.497
288.77	182.335	73.2813	227.919	967.51
288.79	182.349	73.281	227.936	967.524
288.81	182.363	73.2936	227.954	967.538
288.83	182.376	73.2907	227.97	967.551
288.85	182.389	73.2929	227.986	967.564
288.87	182.402	73.3014	228.002	967.577
288.89	182.416	73.3015	228.02	967.591
288.91	182.43	73.3041	228.038	967.605
288.93	182.443	73.3164	228.054	967.618
288.95	182.456	73.3164	228.069	967.631
288.97	182.468	73.3183	228.086	967.643
288.99	182.483	73.3298	228.103	967.658
289.01	182.496	73.3249	228.12	967.671
289.03	182.509	73.3263	228.137	967.684
289.05	182.522	73.3373	228.152	967.697
289.07	182.535	73.3348	228.169	967.71
289.09	182.55	73.3365	228.187	967.725
289.11	182.564	73.3451	228.205	967.739
289.13	182.577	73.3417	228.221	967.752
289.15	182.589	73.3403	228.236	967.764
289.17	182.601	73.3501	228.252	967.776
289.19	182.615	73.3487	228.269	967.79
289.21	182.63	73.3479	228.287	967.805
289.23	182.643	73.3594	228.304	967.818
289.25	182.655	73.3583	228.319	967.83
289.27	182.669	73.3602	228.336	967.844
289.29	182.683	73.3688	228.354	967.858
289.31	182.697	73.3707	228.371	967.872
289.33	182.71	73.373	228.387	967.885
289.35	182.722	73.381	228.402	967.897
289.37	182.735	73.3829	228.419	967.91
289.39	182.749	73.3824	228.436	967.924
289.41	182.763	73.3951	228.454	967.938
289.43	182.776	73.3923	228.47	967.951
289.45	182.789	73.394	228.486	967.964
289.47	182.802	73.4067	228.502	967.977
289.49	182.816	73.407	228.52	967.991
289.51	182.83	73.408	228.538	968.005
289.53	182.843	73.4163	228.554	968.018
289.55	182.856	73.4167	228.569	968.031
289.57	182.868	73.4139	228.586	968.043
289.59	182.883	73.4221	228.603	968.057
289.61	182.896	73.4191	228.62	968.071
289.63	182.909	73.423	228.637	968.084
289.65	182.922	73.4369	228.652	968.097
289.67	182.935	73.4355	228.669	968.11
289.69	182.95	73.439	228.687	968.125
289.71	182.964	73.4473	228.705	968.139
289.73	182.977	73.447	228.721	968.152
289.75	182.989	73.446	228.736	968.164
289.77	183.001	73.4532	228.752	968.176
289.79	183.015	73.4575	228.769	968.19
289.81	183.03	73.4561	228.787	968.205
289.83	183.043	73.4658	228.804	968.218
289.85	183.055	73.4659	228.819	968.23
289.87	183.069	73.4675	228.836	968.244
289.89	183.083	73.4739	228.854	968.258
289.91	183.097	73.4752	228.871	968.272
289.93	183.11	73.4766	228.887	968.285
289.95	183.122	73.4822	228.902	968.297
289.97	183.135	73.4844	228.919	968.31
289.99	183.149	73.4841	228.936	968.324
290.01	183.163	73.4971	228.954	968.338
290.03	183.176	73.4948	228.97	968.351
290.05	183.189	73.4952	228.986	968.364
290.07	183.202	73.5054	229.002	968.377
290.09	183.216	73.5043	229.02	968.391
290.11	183.23	73.505	229.038	968.405
290.13	183.243	73.5133	229.054	968.418
290.15	183.256	73.5153	229.069	968.431
290.17	183.268	73.5126	229.086	968.443
290.19	183.283	73.5228	229.103	968.457
290.21	183.296	73.5189	229.12	968.471
290.23	183.309	73.5212	229.137	968.484
290.25	183.322	73.5317	229.152	968.497
290.27	183.335	73.5321	229.169	968.51
290.29	183.35	73.5341	229.187	968.525
290.31	183.364	73.5468	229.205	968.539
290.33	183.377	73.5462	229.221	968.552
290.35	183.389	73.5466	229.236	968.564
290.37	183.401	73.5554	229.252	968.576
290.39	183.415	73.5549	229.269	968.59
290.41	183.43	73.5534	229.287	968.605
290.43	183.443	73.5623	229.304	968.618
290.45	183.455	73.5611	229.319	968.63
290.47	183.469	73.5625	229.336	968.644
290.49	183.483	73.5686	229.354	968.658
290.51	183.497	73.5706	229.371	968.672
290.53	183.509	73.5714	229.387	968.684
290.55	183.522	73.5786	229.402	968.697
290.57	183.535	73.5788	229.419	968.71
290.59	183.549	73.5797	229.436	968.724
290.61	183.563	73.5888	229.454	968.738
290.63	183.576	73.5875	229.47	968.751
290.65	183.589	73.5899	229.486	968.764
290.67	183.602	73.6004	229.502	968.777
290.69	183.616	73.6018	229.52	968.791
290.71	183.63	73.6041	229.538	968.805
290.73	183.643	73.6103	229.554	968.818
290.75	183.656	73.6099	229.569	968.831
290.77	183.668	73.6082	229.586	968.843
290.79	183.683	73.614	229.603	968.858
290.81	183.696	73.6093	229.62	968.871
290.83	183.709	73.6129	229.637	968.884
290.85	183.722	73.6225	229.652	968.897
290.87	183.735	73.6215	229.669	968.91
290.89	183.75	73.6277	229.687	968.925
290.91	183.764	73.6358	229.705	968.939
290.93	183.777	73.6344	229.721	968.952
290.95	183.789	73.6331	229.736	968.964
290.97	183.801	73.641	229.752	968.976
290.99	183.816	73.6353	229.769	968.99
291.01	183.83	73.6358	229.787	969.005
291.03	183.843	73.6454	229.804	969.018
291.05	183.855	73.6451	229.819	969.03
291.07	183.869	73.6476	229.836	969.044
291.09	183.883	73.6557	229.854	969.058
291.11	183.897	73.6555	229.871	969.072
291.13	183.91	73.6565	229.887	969.085
291.15	183.922	73.6646	229.902	969.097
291.17	183.935	73.6648	229.919	969.11
291.19	183.949	73.6667	229.936	969.124
291.21	183.963	73.6789	229.954	969.138
291.23	183.976	73.6781	229.97	969.151
291.25	183.989	73.6805	229.986	969.164
291.27	184.002	73.6878	230.002	969.177
291.29	184.016	73.6905	230.02	969.191
291.31	184.03	73.6897	230.038	969.205
291.33	184.043	73.6958	230.054	969.218
291.35	184.056	73.6958	230.069	969.231
291.37	184.068	73.6936	230.086	969.243
291.39	184.082	73.7013	230.103	969.257
291.41	184.096	73.6985	230.12	969.271
291.43	184.109	73.7024	230.137	969.284
291.45	184.122	73.7104	230.152	969.297
291.47	184.135	73.7099	230.169	969.31
291.49	184.15	73.7112	230.187	969.325
291.51	184.164	73.7206	230.205	969.339
291.53	184.177	73.717	230.221	969.352
291.55	184.189	73.7151	230.236	969.364
291.57	184.201	73.7258	230.252	969.376
291.59	184.215	73.7229	230.269	969.39
291.61	184.23	73.7242	230.287	969.405
291.63	184.243	73.7347	230.304	969.418
291.65	184.255	73.7359	230.319	969.43
291.67	184.269	73.7375	230.336	969.444
291.69	184.283	73.7457	230.353	969.458
291.71	184.297	73.7433	230.371	969.472
291.73	184.31	73.7453	230.387	969.485
291.75	184.322	73.753	230.402	969.497
291.77	184.335	73.7513	230.419	969.51
291.79	184.349	73.7496	230.436	969.524
291.81	184.363	73.7583	230.454	969.538
291.83	184.376	73.756	230.47	969.551
291.85	184.389	73.7565	230.486	969.564
291.87	184.402	73.7656	230.502	969.577
291.89	184.416	73.7651	230.52	969.591
291.91	184.43	73.7684	230.538	969.605
291.93	184.443	73.7753	230.554	969.618
291.95	184.456	73.7737	230.569	969.631
291.97	184.468	73.7729	230.586	969.643
291.99	184.482	73.7828	230.603	969.657
292.01	184.496	73.7778	230.62	969.671
292.03	184.509	73.7819	230.637	969.684
292.05	184.522	73.7939	230.652	969.697
292.07	184.535	73.7927	230.669	969.71
292.09	184.55	73.7942	230.687	969.725
292.11	184.564	73.8057	230.705	969.739
292.13	184.577	73.8018	230.721	969.752
292.15	184.589	73.7997	230.736	969.764
292.17	184.601	73.8083	230.752	969.776
292.19	184.615	73.8086	230.769	969.79
292.21	184.63	73.8061	230.787	969.805
292.23	184.643	73.816	230.804	969.818
292.25	184.655	73.8138	230.819	969.83
292.27	184.668	73.8137	230.836	969.843
292.29	184.683	73.8198	230.853	969.858
292.31	184.697	73.8199	230.871	969.872
292.33	184.71	73.8198	230.887	969.885
292.35	184.722	73.826	230.902	969.897
292.37	184.735	73.8254	230.919	969.91
292.39	184.749	73.8259	230.936	969.924
292.41	184.763	73.8365	230.954	969.938
292.43	184.776	73.8354	230.97	969.951
292.45	184.789	73.8387	230.986	969.964
292.47	184.802	73.8506	231.002	969.977
292.49	184.816	73.8481	231.02	969.991
292.51	184.83	73.8519	231.038	970.005
292.53	184.843	73.8605	231.054	970.018
292.55	184.856	73.8616	231.069	970.031
292.57	184.868	73.8596	231.086	970.043
292.59	184.882	73.8723	231.103	970.057
292.61	184.896	73.8677	231.12	970.071
292.63	184.909	73.8696	231.137	970.084
292.65	184.922	73.8782	231.152	970.097
292.67	184.935	73.8773	231.169	970.11
292.69	184.95	73.8789	231.187	970.125
292.71	184.964	73.8865	231.205	970.139
292.73	184.977	73.8829	231.221	970.152
292.75	184.989	73.8814	231.236	970.164
292.77	185.001	73.8897	231.252	970.176
292.79	185.015	73.8857	231.269	970.19
292.81	185.03	73.8876	231.287	970.205
292.83	185.043	73.8973	231.304	970.218
292.85	185.055	73.8984	231.319	970.23
292.87	185.069	73.8966	231.336	970.244
292.89	185.083	73.9042	231.354	970.258
292.91	185.097	73.9027	231.371	970.272
292.93	185.11	73.9031	231.387	970.285
292.95	185.122	73.9094	231.402	970.297
292.97	185.135	73.9133	231.419	970.31
292.99	185.149	73.9133	231.436	970.324
293.01	185.163	73.9245	231.454	970.338
293.03	185.176	73.9245	231.47	970.351
293.05	185.189	73.927	231.486	970.364
293.07	185.202	73.9359	231.502	970.377
293.09	185.216	73.9357	231.52	970.391
293.11	185.23	73.9354	231.538	970.405
293.13	185.243	73.9429	231.554	970.418
293.15	185.256	73.9418	231.569	970.431
293.17	185.268	73.9408	231.586	970.443
293.19	185.282	73.95	231.603	970.457
293.21	185.296	73.9464	231.62	970.471
293.23	185.309	73.9473	231.637	970.484
293.25	185.322	73.9574	231.652	970.497
293.27	185.335	73.9553	231.669	970.51
293.29	185.35	73.9552	231.687	970.525
293.31	185.364	73.9647	231.705	970.539
293.33	185.377	73.9636	231.721	970.552
293.35	185.389	73.9616	231.736	970.564
293.37	185.401	73.9683	231.752	970.576
293.39	185.416	73.9713	231.769	970.59
293.41	185.43	73.9683	231.787	970.605
293.43	185.443	73.9776	231.804	970.618
293.45	185.455	73.9781	231.819	970.63
293.47	185.469	73.9791	231.836	970.643
293.49	185.483	73.9835	231.854	970.658
293.51	185.497	73.9846	231.871	970.672
293.53	185.51	73.9867	231.887	970.685
293.55	185.522	73.9936	231.902	970.697
293.57	185.535	73.9951	231.919	970.71
293.59	185.549	73.9939	231.936	970.724
293.61	185.563	74.0053	231.954	970.738
293.63	185.576	74.0019	231.97	970.751
293.65	185.589	74.0012	231.986	970.764
293.67	185.602	74.0127	232.002	970.777
293.69	185.616	74.0135	232.02	970.791
293.71	185.63	74.0149	232.038	970.805
293.73	185.643	74.0233	232.054	970.818
293.75	185.656	74.0251	232.069	970.831
293.77	185.668	74.0224	232.085	970.843
293.79	185.683	74.0305	232.103	970.858
293.81	185.696	74.0262	232.12	970.871
293.83	185.709	74.0265	232.137	970.884
293.85	185.722	74.037	232.152	970.897
293.87	185.735	74.0376	232.169	970.91
293.89	185.75	74.0399	232.187	970.925
293.91	185.764	74.0498	232.205	970.939
293.93	185.777	74.0487	232.221	970.952
293.95	185.789	74.0464	232.236	970.964
293.97	185.801	74.0531	232.252	970.976
293.99	185.816	74.0512	232.269	970.991
294.01	185.83	74.0517	232.287	971.005
294.03	185.843	74.0609	232.304	971.018
294.05	185.855	74.0633	232.319	971.03
294.07	185.869	74.0625	232.336	971.044
294.09	185.883	74.073	232.354	971.058
294.11	185.897	74.0713	232.371	971.072
294.13	185.91	74.0713	232.387	971.085
294.15	185.922	74.078	232.402	971.097
294.17	185.935	74.0771	232.419	971.11
294.19	185.949	74.0741	232.436	971.124
294.21	185.963	74.084	232.454	971.138
294.23	185.976	74.0824	232.47	971.151
294.25	185.989	74.0805	232.486	971.164
294.27	186.002	74.0902	232.502	971.177
294.29	186.016	74.092	232.52	971.191
294.31	186.03	74.0907	232.538	971.205
294.33	186.043	74.1001	232.554	971.218
294.35	186.056	74.1011	232.569	971.23
294.37	186.068	74.0997	232.586	971.243
294.39	186.082	74.1073	232.603	971.257
294.41	186.096	74.1075	232.62	971.271
294.43	186.109	74.1078	232.637	971.284
294.45	186.122	74.1152	232.652	971.297
294.47	186.135	74.1169	232.669	971.31
294.49	186.15	74.1158	232.687	971.325
294.51	186.164	74.1219	232.705	971.339
294.53	186.177	74.1202	232.721	971.352
294.55	186.189	74.1171	232.736	971.364
294.57	186.201	74.1208	232.752	971.376
294.59	186.215	74.1199	232.769	971.39
294.61	186.23	74.121	232.787	971.405
294.63	186.243	74.1266	232.804	971.418
294.65	186.255	74.1291	232.819	971.43
294.67	186.269	74.1275	232.836	971.444
294.69	186.283	74.1343	232.854	971.458
294.71	186.297	74.1308	232.871	971.472
294.73	186.31	74.1318	232.887	971.485
294.75	186.322	74.1362	232.902	971.497
294.77	186.335	74.1377	232.919	971.51
294.79	186.349	74.138	232.936	971.524
294.81	186.363	74.1473	232.954	971.538
294.83	186.376	74.1489	232.97	971.551
294.85	186.389	74.1501	232.986	971.564
294.87	186.402	74.158	233.002	971.577
294.89	186.416	74.1581	233.02	971.591
294.91	186.43	74.1594	233.038	971.605
294.93	186.443	74.1636	233.054	971.618
294.95	186.456	74.1644	233.069	971.631
294.97	186.468	74.1619	233.086	971.643
294.99	186.483	74.1681	233.103	971.658
295.01	186.496	74.1627	233.12	971.671
295.03	186.509	74.1652	233.137	971.684
295.05	186.522	74.1713	233.152	971.697
295.07	186.535	74.171	233.169	971.71
295.09	186.55	74.1747	233.187	971.725
295.11	186.564	74.1825	233.205	971.739
295.13	186.577	74.1789	233.221	971.752
295.15	186.589	74.176	233.236	971.764
295.17	186.601	74.1824	233.252	971.776
295.19	186.615	74.1782	233.269	971.79
295.21	186.63	74.1788	233.287	971.805
295.23	186.643	74.1865	233.304	971.818
295.25	186.655	74.1866	233.319	971.83
295.27	186.669	74.188	233.336	971.844
295.29	186.683	74.1915	233.354	971.858
295.31	186.697	74.1891	233.371	971.872
295.33	186.71	74.1909	233.387	971.885
295.35	186.722	74.1965	233.402	971.897
295.37	186.735	74.1954	233.419	971.91
295.39	186.749	74.1976	233.436	971.924
295.41	186.763	74.2079	233.454	971.938
295.43	186.776	74.2056	233.47	971.951
295.45	186.789	74.2054	233.486	971.964
295.47	186.802	74.2128	233.502	971.977
295.49	186.816	74.2108	233.52	971.991
295.51	186.83	74.2092	233.538	972.005
295.53	186.843	74.2123	233.554	972.018
295.55	186.856	74.2114	233.569	972.031
295.57	186.868	74.2092	233.586	972.043
295.59	186.882	74.2155	233.603	972.057
295.61	186.896	74.212	233.62	972.071
295.63	186.909	74.2151	233.637	972.084
295.65	186.922	74.2208	233.652	972.097
295.67	186.935	74.2191	233.669	972.11
295.69	186.95	74.22	233.687	972.125
295.71	186.964	74.2266	233.705	972.139
295.73	186.977	74.2227	233.721	972.152
295.75	186.989	74.222	233.736	972.164
295.77	187.001	74.2277	233.752	972.176
295.79	187.015	74.225	233.769	972.19
295.81	187.03	74.2249	233.787	972.205
295.83	187.043	74.2338	233.804	972.218
295.85	187.055	74.2336	233.819	972.23
295.87	187.069	74.2355	233.836	972.244
295.89	187.083	74.2423	233.854	972.258
295.91	187.097	74.2402	233.871	972.272
295.93	187.11	74.2393	233.887	972.285
295.95	187.122	74.243	233.902	972.297
295.97	187.135	74.2421	233.919	972.31
295.99	187.149	74.2426	233.936	972.324
296.01	187.163	74.2501	233.954	972.338
296.03	187.176	74.2471	233.97	972.351
296.05	187.189	74.2509	233.986	972.364
296.07	187.202	74.2562	234.002	972.376
296.09	187.216	74.254	234.02	972.391
296.11	187.23	74.2564	234.038	972.405
296.13	187.243	74.2631	234.054	972.418
296.15	187.255	74.2603	234.069	972.43
296.17	187.268	74.2628	234.085	972.443
296.19	187.282	74.2698	234.103	972.457
296.21	187.296	74.2648	234.12	972.471
296.23	187.309	74.2659	234.137	972.484
296.25	187.322	74.2738	234.152	972.497
296.27	187.335	74.2684	234.169	972.51
296.29	187.35	74.2719	234.187	972.525
296.31	187.364	74.2769	234.205	972.539
296.33	187.377	74.273	234.221	972.552
296.35	187.389	74.2709	234.236	972.564
296.37	187.401	74.2781	234.252	972.576
296.39	187.415	74.272	234.269	972.59
296.41	187.43	74.2764	234.287	972.605
296.43	187.443	74.2839	234.304	972.618
296.45	187.455	74.2828	234.319	972.63
296.47	187.469	74.2844	234.336	972.644
296.49	187.483	74.2894	234.354	972.658
296.51	187.497	74.2857	234.371	972.672
296.53	187.51	74.2872	234.387	972.685
296.55	187.522	74.2926	234.402	972.697
296.57	187.535	74.2901	234.419	972.71
296.59	187.549	74.2927	234.436	972.724
296.61	187.563	74.2996	234.454	972.738
296.63	187.576	74.2962	234.47	972.751
296.65	187.589	74.2985	234.486	972.764
296.67	187.602	74.3067	234.502	972.777
296.69	187.616	74.3056	234.52	972.791
296.71	187.63	74.31	234.538	972.805
296.73	187.643	74.3176	234.554	972.818
296.75	187.656	74.3168	234.569	972.831
296.77	187.668	74.3159	234.586	972.843
296.79	187.683	74.3228	234.603	972.858
